complaint_id,customer_id,complaint_type,status
COMP000237,CUST025302,FRAUD_ALERT,OPEN
COMP000238,CUST000351,FRAUD_ALERT,OPEN
COMP000239,CUST049574,FRAUD_ALERT,OPEN
COMP000240,CUST013652,CARD_ISSUE,CLOSED
COMP000241,CUST041074,LOAN_ISSUE,CLOSED
COMP000242,CUST092497,UPI_ISSUE,CLOSED
COMP000243,CUST086026,UPI_ISSUE,OPEN
COMP000244,CUST075002,UPI_ISSUE,OPEN
COMP000245,CUST059823,FRAUD_ALERT,CLOSED
COMP000246,CUST003162,LOAN_ISSUE,OPEN
COMP000247,CUST096641,UPI_ISSUE,OPEN
COMP000248,CUST035961,UPI_ISSUE,OPEN
COMP000249,CUST016036,LOAN_ISSUE,CLOSED
COMP000250,CUST074595,FRAUD_ALERT,OPEN
COMP000251,CUST056335,LOAN_ISSUE,CLOSED
COMP000252,CUST087189,UPI_ISSUE,CLOSED
COMP000253,CUST039896,LOAN_ISSUE,OPEN
COMP000254,CUST083834,UPI_ISSUE,CLOSED
COMP000255,CUST099653,UPI_ISSUE,OPEN
COMP000256,CUST035468,FRAUD_ALERT,OPEN
COMP000257,CUST065308,LOAN_ISSUE,CLOSED
COMP000258,CUST035890,CARD_ISSUE,OPEN
COMP000259,CUST046706,UPI_ISSUE,OPEN
COMP000260,CUST086036,FRAUD_ALERT,CLOSED
COMP000261,CUST011891,CARD_ISSUE,OPEN
COMP000262,CUST042612,FRAUD_ALERT,CLOSED
COMP000263,CUST010816,FRAUD_ALERT,CLOSED
COMP000264,CUST025753,UPI_ISSUE,OPEN
COMP000265,CUST004641,CARD_ISSUE,OPEN
COMP000266,CUST068095,LOAN_ISSUE,CLOSED
COMP000267,CUST060786,LOAN_ISSUE,CLOSED
COMP000268,CUST038265,FRAUD_ALERT,OPEN
COMP000269,CUST026163,LOAN_ISSUE,CLOSED
COMP000270,CUST029654,LOAN_ISSUE,OPEN
COMP000271,CUST076674,UPI_ISSUE,CLOSED
COMP000272,CUST097277,FRAUD_ALERT,OPEN
COMP000273,CUST083703,CARD_ISSUE,CLOSED
COMP000274,CUST030977,LOAN_ISSUE,OPEN
COMP000275,CUST035931,FRAUD_ALERT,OPEN
COMP000276,CUST003593,FRAUD_ALERT,OPEN
COMP000277,CUST095934,UPI_ISSUE,OPEN
COMP000278,CUST019549,FRAUD_ALERT,OPEN
COMP000279,CUST034299,FRAUD_ALERT,OPEN
COMP000280,CUST088550,UPI_ISSUE,OPEN
COMP000281,CUST081547,UPI_ISSUE,OPEN
COMP000282,CUST040933,FRAUD_ALERT,OPEN
COMP000283,CUST072367,UPI_ISSUE,OPEN
COMP000284,CUST037447,FRAUD_ALERT,CLOSED
COMP000285,CUST081138,FRAUD_ALERT,CLOSED
COMP000286,CUST011783,CARD_ISSUE,CLOSED
COMP000287,CUST016885,CARD_ISSUE,OPEN
COMP000288,CUST074923,UPI_ISSUE,CLOSED
COMP000289,CUST061185,FRAUD_ALERT,OPEN
COMP000290,CUST013683,FRAUD_ALERT,CLOSED
COMP000291,CUST064417,UPI_ISSUE,CLOSED
COMP000292,CUST099384,UPI_ISSUE,CLOSED
COMP000293,CUST006738,CARD_ISSUE,CLOSED
COMP000294,CUST029247,UPI_ISSUE,OPEN
COMP000295,CUST022420,UPI_ISSUE,CLOSED
COMP000296,CUST065799,UPI_ISSUE,OPEN
COMP000297,CUST027314,CARD_ISSUE,CLOSED
COMP000298,CUST094671,CARD_ISSUE,CLOSED
COMP000299,CUST038952,LOAN_ISSUE,OPEN
COMP000300,CUST080303,CARD_ISSUE,CLOSED
COMP000301,CUST030392,LOAN_ISSUE,OPEN
COMP000302,CUST022620,UPI_ISSUE,OPEN
COMP000303,CUST011446,FRAUD_ALERT,CLOSED
COMP000304,CUST029098,UPI_ISSUE,CLOSED
COMP000305,CUST080457,CARD_ISSUE,CLOSED
COMP000306,CUST040728,LOAN_ISSUE,OPEN
COMP000307,CUST042142,FRAUD_ALERT,CLOSED
COMP000308,CUST039780,FRAUD_ALERT,OPEN
COMP000309,CUST022639,CARD_ISSUE,OPEN
COMP000310,CUST035133,UPI_ISSUE,OPEN
COMP000311,CUST039051,UPI_ISSUE,OPEN
COMP000312,CUST054874,UPI_ISSUE,CLOSED
COMP000313,CUST051001,FRAUD_ALERT,OPEN
COMP000314,CUST094355,UPI_ISSUE,CLOSED
COMP000315,CUST038297,CARD_ISSUE,OPEN
COMP000316,CUST098449,UPI_ISSUE,CLOSED
COMP000317,CUST019429,CARD_ISSUE,CLOSED
COMP000318,CUST055973,UPI_ISSUE,CLOSED
COMP000319,CUST060131,LOAN_ISSUE,OPEN
COMP000320,CUST012477,UPI_ISSUE,OPEN
COMP000321,CUST084764,UPI_ISSUE,CLOSED
COMP000322,CUST051712,CARD_ISSUE,CLOSED
COMP000323,CUST085462,FRAUD_ALERT,CLOSED
COMP000324,CUST038272,CARD_ISSUE,OPEN
COMP000325,CUST037496,CARD_ISSUE,CLOSED
COMP000326,CUST069328,UPI_ISSUE,CLOSED
COMP000327,CUST031767,CARD_ISSUE,OPEN
COMP000328,CUST095950,FRAUD_ALERT,OPEN
COMP000329,CUST073106,CARD_ISSUE,OPEN
COMP000330,CUST033190,UPI_ISSUE,CLOSED
COMP000331,CUST035300,FRAUD_ALERT,OPEN
COMP000332,CUST089388,CARD_ISSUE,CLOSED
COMP000333,CUST050625,LOAN_ISSUE,OPEN
COMP000334,CUST011692,FRAUD_ALERT,OPEN
COMP000335,CUST057489,LOAN_ISSUE,CLOSED
COMP000336,CUST075775,FRAUD_ALERT,CLOSED
COMP000337,CUST091000,CARD_ISSUE,CLOSED
COMP000338,CUST067216,UPI_ISSUE,CLOSED
COMP000339,CUST034574,UPI_ISSUE,CLOSED
COMP000340,CUST083149,UPI_ISSUE,CLOSED
COMP000341,CUST063659,LOAN_ISSUE,OPEN
COMP000342,CUST029537,FRAUD_ALERT,OPEN
COMP000343,CUST043269,CARD_ISSUE,OPEN
COMP000344,CUST093428,UPI_ISSUE,CLOSED
COMP000345,CUST020723,FRAUD_ALERT,CLOSED
COMP000346,CUST003397,CARD_ISSUE,CLOSED
COMP000347,CUST073932,UPI_ISSUE,OPEN
COMP000348,CUST012561,CARD_ISSUE,OPEN
COMP000349,CUST057023,LOAN_ISSUE,CLOSED
COMP000350,CUST051027,UPI_ISSUE,OPEN
COMP000351,CUST097134,LOAN_ISSUE,CLOSED
COMP000352,CUST049518,CARD_ISSUE,OPEN
COMP000353,CUST061072,CARD_ISSUE,CLOSED
COMP000354,CUST099154,UPI_ISSUE,OPEN
COMP000355,CUST022176,LOAN_ISSUE,CLOSED
COMP000356,CUST047856,CARD_ISSUE,OPEN
COMP000357,CUST063744,UPI_ISSUE,OPEN
COMP000358,CUST039134,UPI_ISSUE,CLOSED
COMP000359,CUST073240,CARD_ISSUE,OPEN
COMP000360,CUST052993,UPI_ISSUE,OPEN
COMP000361,CUST068641,FRAUD_ALERT,OPEN
COMP000362,CUST096564,FRAUD_ALERT,OPEN
COMP000363,CUST010135,FRAUD_ALERT,OPEN
COMP000364,CUST047485,UPI_ISSUE,OPEN
COMP000365,CUST091164,CARD_ISSUE,CLOSED
COMP000366,CUST021585,CARD_ISSUE,OPEN
COMP000367,CUST070921,CARD_ISSUE,OPEN
COMP000368,CUST052375,UPI_ISSUE,CLOSED
COMP000369,CUST040641,UPI_ISSUE,OPEN
COMP000370,CUST045204,FRAUD_ALERT,CLOSED
COMP000371,CUST017858,LOAN_ISSUE,CLOSED
COMP000372,CUST023374,UPI_ISSUE,CLOSED
COMP000373,CUST068015,FRAUD_ALERT,OPEN
COMP000374,CUST077602,LOAN_ISSUE,CLOSED
COMP000375,CUST088835,LOAN_ISSUE,OPEN
COMP000376,CUST000521,FRAUD_ALERT,CLOSED
COMP000377,CUST013785,FRAUD_ALERT,CLOSED
COMP000378,CUST084067,CARD_ISSUE,CLOSED
COMP000379,CUST027973,FRAUD_ALERT,CLOSED
COMP000380,CUST022838,CARD_ISSUE,OPEN
COMP000381,CUST097657,CARD_ISSUE,CLOSED
COMP000382,CUST015223,LOAN_ISSUE,OPEN
COMP000383,CUST082699,UPI_ISSUE,CLOSED
COMP000384,CUST043940,FRAUD_ALERT,CLOSED
COMP000385,CUST031839,LOAN_ISSUE,CLOSED
COMP000386,CUST074370,LOAN_ISSUE,OPEN
COMP000387,CUST053897,CARD_ISSUE,CLOSED
COMP000388,CUST074931,LOAN_ISSUE,OPEN
COMP000389,CUST005896,CARD_ISSUE,OPEN
COMP000390,CUST047179,UPI_ISSUE,CLOSED
COMP000391,CUST066760,FRAUD_ALERT,OPEN
COMP000392,CUST084371,LOAN_ISSUE,CLOSED
COMP000393,CUST088414,FRAUD_ALERT,OPEN
COMP000394,CUST097282,FRAUD_ALERT,CLOSED
COMP000395,CUST001693,FRAUD_ALERT,OPEN
COMP000396,CUST027723,UPI_ISSUE,CLOSED
COMP000397,CUST097452,UPI_ISSUE,CLOSED
COMP000398,CUST018585,UPI_ISSUE,OPEN
COMP000399,CUST061786,FRAUD_ALERT,OPEN
COMP000400,CUST090413,UPI_ISSUE,CLOSED
COMP000401,CUST031377,UPI_ISSUE,CLOSED
COMP000402,CUST033655,UPI_ISSUE,CLOSED
COMP000403,CUST091669,LOAN_ISSUE,CLOSED
COMP000404,CUST040043,FRAUD_ALERT,CLOSED
COMP000405,CUST038762,CARD_ISSUE,CLOSED
COMP000406,CUST037459,CARD_ISSUE,CLOSED
COMP000407,CUST026739,FRAUD_ALERT,CLOSED
COMP000408,CUST069973,FRAUD_ALERT,CLOSED
COMP000409,CUST055388,UPI_ISSUE,CLOSED
COMP000410,CUST021630,UPI_ISSUE,OPEN
COMP000411,CUST057189,CARD_ISSUE,CLOSED
COMP000412,CUST080060,FRAUD_ALERT,OPEN
COMP000413,CUST012320,UPI_ISSUE,CLOSED
COMP000414,CUST047465,UPI_ISSUE,OPEN
COMP000415,CUST058121,UPI_ISSUE,CLOSED
COMP000416,CUST076897,CARD_ISSUE,OPEN
COMP000417,CUST024788,CARD_ISSUE,CLOSED
COMP000418,CUST007701,FRAUD_ALERT,CLOSED
COMP000419,CUST024178,CARD_ISSUE,CLOSED
COMP000420,CUST053146,LOAN_ISSUE,CLOSED
COMP000421,CUST048962,CARD_ISSUE,OPEN
COMP000422,CUST096445,CARD_ISSUE,CLOSED
COMP000423,CUST086865,FRAUD_ALERT,CLOSED
COMP000424,CUST086818,LOAN_ISSUE,CLOSED
COMP000425,CUST063878,CARD_ISSUE,CLOSED
COMP000426,CUST007817,LOAN_ISSUE,OPEN
COMP000427,CUST039609,FRAUD_ALERT,CLOSED
COMP000428,CUST017550,FRAUD_ALERT,CLOSED
COMP000429,CUST056391,CARD_ISSUE,CLOSED
COMP000430,CUST008626,LOAN_ISSUE,CLOSED
COMP000431,CUST091718,CARD_ISSUE,CLOSED
COMP000432,CUST092840,FRAUD_ALERT,CLOSED
COMP000433,CUST025662,FRAUD_ALERT,CLOSED
COMP000434,CUST016483,FRAUD_ALERT,CLOSED
COMP000435,CUST040485,CARD_ISSUE,CLOSED
COMP000436,CUST000423,UPI_ISSUE,CLOSED
COMP000437,CUST029934,FRAUD_ALERT,OPEN
COMP000438,CUST036017,CARD_ISSUE,CLOSED
COMP000439,CUST074682,LOAN_ISSUE,CLOSED
COMP000440,CUST090542,FRAUD_ALERT,CLOSED
COMP000441,CUST098316,FRAUD_ALERT,OPEN
COMP000442,CUST029936,UPI_ISSUE,OPEN
COMP000443,CUST049071,UPI_ISSUE,CLOSED
COMP000444,CUST075593,FRAUD_ALERT,OPEN
COMP000445,CUST058940,LOAN_ISSUE,OPEN
COMP000446,CUST083312,CARD_ISSUE,CLOSED
COMP000447,CUST020256,LOAN_ISSUE,CLOSED
COMP000448,CUST082255,LOAN_ISSUE,OPEN
COMP000449,CUST048593,LOAN_ISSUE,OPEN
COMP000450,CUST007585,UPI_ISSUE,CLOSED
COMP000451,CUST086966,UPI_ISSUE,OPEN
COMP000452,CUST069007,FRAUD_ALERT,CLOSED
COMP000453,CUST066560,LOAN_ISSUE,CLOSED
COMP000454,CUST095548,CARD_ISSUE,OPEN
COMP000455,CUST000641,UPI_ISSUE,OPEN
COMP000456,CUST053594,CARD_ISSUE,OPEN
COMP000457,CUST030930,FRAUD_ALERT,CLOSED
COMP000458,CUST055798,CARD_ISSUE,CLOSED
COMP000459,CUST040865,UPI_ISSUE,CLOSED
COMP000460,CUST086627,CARD_ISSUE,OPEN
COMP000461,CUST017620,FRAUD_ALERT,CLOSED
COMP000462,CUST046545,LOAN_ISSUE,CLOSED
COMP000463,CUST072218,CARD_ISSUE,OPEN
COMP000464,CUST082186,FRAUD_ALERT,CLOSED
COMP000465,CUST044459,UPI_ISSUE,OPEN
COMP000466,CUST024895,CARD_ISSUE,CLOSED
COMP000467,CUST095063,CARD_ISSUE,CLOSED
COMP000468,CUST078462,LOAN_ISSUE,CLOSED
COMP000469,CUST054390,CARD_ISSUE,OPEN
COMP000470,CUST088508,LOAN_ISSUE,OPEN
COMP000471,CUST071854,UPI_ISSUE,CLOSED
COMP000472,CUST075113,LOAN_ISSUE,CLOSED
COMP000473,CUST027801,LOAN_ISSUE,CLOSED
COMP000474,CUST039622,CARD_ISSUE,OPEN
COMP000475,CUST048139,UPI_ISSUE,CLOSED
COMP000476,CUST033724,CARD_ISSUE,OPEN
COMP000477,CUST059744,CARD_ISSUE,CLOSED
COMP000478,CUST013918,CARD_ISSUE,CLOSED
COMP000479,CUST021405,UPI_ISSUE,OPEN
COMP000480,CUST024171,UPI_ISSUE,OPEN
COMP000481,CUST027547,LOAN_ISSUE,OPEN
COMP000482,CUST083384,LOAN_ISSUE,CLOSED
COMP000483,CUST039762,CARD_ISSUE,CLOSED
COMP000484,CUST094337,UPI_ISSUE,OPEN
COMP000485,CUST045243,LOAN_ISSUE,OPEN
COMP000486,CUST080693,UPI_ISSUE,OPEN
COMP000487,CUST042016,LOAN_ISSUE,CLOSED
COMP000488,CUST060344,UPI_ISSUE,CLOSED
COMP000489,CUST049215,UPI_ISSUE,CLOSED
COMP000490,CUST077751,FRAUD_ALERT,OPEN
COMP000491,CUST009985,LOAN_ISSUE,OPEN
COMP000492,CUST030206,CARD_ISSUE,CLOSED
COMP000493,CUST014869,FRAUD_ALERT,CLOSED
COMP000494,CUST084502,UPI_ISSUE,CLOSED
COMP000495,CUST042898,LOAN_ISSUE,OPEN
COMP000496,CUST052014,CARD_ISSUE,OPEN
COMP000497,CUST066740,CARD_ISSUE,OPEN
COMP000498,CUST083864,LOAN_ISSUE,OPEN
COMP000499,CUST019335,FRAUD_ALERT,CLOSED
